,Unnamed: 0.1,Unnamed: 0,ID,Username,Review,AppRating,ThumbsUpCount,ReviewTime,CompanyReply,ReplyTime,AppVersion,result,sentiment,score
94,94,94,b5cd2098-fda5-4ab7-89ac-bb6ea73322ac,Vickee Sr,Many ads,1,0,2024-04-10 08:29:03,,,,"[{'label': 'NEGATIVE', 'score': 0.9956303834915161}]",NEGATIVE,0.995630383491516
95,95,95,e14b809e-c850-48d7-b16c-7209568df7ef,rocco grego,Cannot open app,1,0,2024-04-10 08:15:01,"Hi there, have you tried a quick reinstall? If that doesn't help, we'd recommend reaching out to our Customer Service at http://support.spotify.com. Just search “Contact Us”, and they'll be happy to help.",2024-04-10 08:25:45,8.9.26.592,"[{'label': 'NEGATIVE', 'score': 0.99945467710495}]",NEGATIVE,0.99945467710495
96,96,96,55fc9522-0f21-498a-be1c-6b146f9348e9,Deepak Kumar,Awesome,5,0,2024-04-10 08:08:35,,,,"[{'label': 'POSITIVE', 'score': 0.9986000657081604}]",POSITIVE,0.9986000657081604
97,97,97,d45de087-c7b0-4b14-87da-06596327d25f,Vinay Kumar,Worst app unable to play liked songs list,1,0,2024-04-10 08:05:27,,,8.9.24.633,"[{'label': 'NEGATIVE', 'score': 0.9995014667510986}]",NEGATIVE,0.9995014667510986
98,98,98,0130e49d-21c6-4997-bd27-e09bcb28e887,Asha Kumari,Very nice app for music lovers,5,0,2024-04-10 08:03:34,,,8.9.24.633,"[{'label': 'POSITIVE', 'score': 0.9988487958908081}]",POSITIVE,0.998848795890808
99,99,99,43265df9-0724-4460-b1f0-891332869cbd,"AR, Kumar",Very worsted this app everytime long ads,1,0,2024-04-10 08:03:25,,,8.9.26.592,"[{'label': 'NEGATIVE', 'score': 0.9994900226593018}]",NEGATIVE,0.9994900226593018
100,100,100,236c5e0d-229e-4d01-80af-f1deeda12c51,Divya Kanwar,"Too bad ,it needs subscription for everything i wanted to use queue feature but it is also for premium user one day this app is not gonna make us listen song without subscription. Sorry but this such a beggar app",1,0,2024-04-10 07:57:07,,,8.9.26.592,"[{'label': 'NEGATIVE', 'score': 0.9995013475418091}]",NEGATIVE,0.9995013475418092
101,101,101,b2b7a487-68eb-4037-867c-52d914e5a5b0,Judy Zaher,The most usefull music app for all artists n all songs for free,5,0,2024-04-10 07:55:47,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.9987101554870605}]",POSITIVE,0.9987101554870604
102,102,102,e6561c2b-ff4f-4655-9e32-7660884079dd,Jade,fwy wice fo taeble tow,5,0,2024-04-10 07:51:00,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.9933116436004639}]",POSITIVE,0.993311643600464
103,103,103,0fa9c6ff-cbb1-446e-820f-662bdc94f1f4,Pola Ratadiya,Amazing,5,0,2024-04-10 07:50:33,,,,"[{'label': 'POSITIVE', 'score': 0.9986121654510498}]",POSITIVE,0.9986121654510498
104,104,104,973561be-27b1-4e0e-af38-fea91b34018d,Abril Pérez,It does make no sense that you can't listen to the specific song you want to just because you are not paying.,1,0,2024-04-10 07:50:32,,,,"[{'label': 'NEGATIVE', 'score': 0.9994704127311707}]",NEGATIVE,0.9994704127311708
105,105,105,83d21699-14f8-4f90-8602-05cc2ea9fba0,SHAHIN BRO,C xs ee xxzzzz ' z Zzz,4,0,2024-04-10 07:50:07,,,,"[{'label': 'POSITIVE', 'score': 0.9956474900245667}]",POSITIVE,0.9956474900245668
106,106,106,33f9cf9a-1a21-42e5-a0f7-29783e231b2b,Haikal Crp,i love it,5,0,2024-04-10 07:42:04,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.9988215565681458}]",POSITIVE,0.9988215565681458
107,107,107,6292cb86-3ddb-46e4-be94-48fc1a701025,Armando Acosta,Music,5,0,2024-04-10 07:40:07,,,8.7.20.1261,"[{'label': 'POSITIVE', 'score': 0.9935897588729858}]",POSITIVE,0.9935897588729858
108,108,108,befd43f1-0b62-4ef5-8375-e69ff2452d08,Wllaeldin Osman,I hate the new update. I can't even play songs on my playlist or my favorite songs please fix this Spotify,1,0,2024-04-10 07:40:06,,,8.9.26.592,"[{'label': 'NEGATIVE', 'score': 0.9995057582855225}]",NEGATIVE,0.9995057582855223
109,109,109,e054b939-3201-4202-ac04-9989e3a55a8b,Mohan Yadav,Nice,5,0,2024-04-10 07:37:24,,,,"[{'label': 'POSITIVE', 'score': 0.9977694749832153}]",POSITIVE,0.9977694749832152
110,110,110,e73f037a-7fc6-4308-836c-06e777e71391,Zak Hensley,Best option.,5,0,2024-04-10 07:37:10,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.998619794845581}]",POSITIVE,0.998619794845581
111,111,111,d86e7f02-2701-4ed3-9edc-7d125a9247e9,Brett Smith,"The worst app ever, crashes, failure load podcasts and music. If they didn't have such a monopoly no one would use this app.",1,0,2024-04-10 07:36:48,,,8.9.26.592,"[{'label': 'NEGATIVE', 'score': 0.9995075464248657}]",NEGATIVE,0.9995075464248656
112,112,112,6286a182-1696-45ee-9e78-c41735d36caa,Isha Patel,Nice,5,0,2024-04-10 07:35:29,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.9977694749832153}]",POSITIVE,0.9977694749832152
113,113,113,08905682-fb9c-4989-85d5-195be2804beb,Predator,What the hell is this app became.,1,0,2024-04-10 07:34:42,,,,"[{'label': 'NEGATIVE', 'score': 0.9994872808456421}]",NEGATIVE,0.999487280845642
114,114,114,9c47a753-ee97-454d-abc2-b2fe1e6be577,Naveen Rao,Pay fee why pay fee it is bad.,3,0,2024-04-10 07:32:56,,,,"[{'label': 'NEGATIVE', 'score': 0.99950110912323}]",NEGATIVE,0.99950110912323
115,115,115,0d19434b-6f97-4bd9-80ed-aebd1c4059f0,Mia Brady,SPOTIFY IS THE BEST,5,0,2024-04-10 07:30:33,,,8.9.24.633,"[{'label': 'POSITIVE', 'score': 0.9974888563156128}]",POSITIVE,0.9974888563156128
116,116,116,6b4d733b-1e20-42c6-b9ff-aeda58d8e5d6,Arjun Panday,Well I want to make a song and I have the lyrics but I don't know that spotify provides us this or not. If spotify provides this feature than I will rate 5 out of 5.,3,0,2024-04-10 07:30:09,,,,"[{'label': 'POSITIVE', 'score': 0.9982396364212036}]",POSITIVE,0.9982396364212036
117,117,117,3ffff437-e36e-408f-974c-e476b6b14aab,Peter Bonadonna,"of blank air and the adjustable non stop seamless ""mixing""experience will come in handy at parties and personal continuity keeps me fully tuned in the groove!",5,0,2024-04-10 07:23:30,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.9989193677902222}]",POSITIVE,0.9989193677902222
118,118,118,4f7ede12-2c89-4c32-a556-f6e8c4ed857f,Karman Jain,They are improving🥳 but then we cannot queue but still OLD SPOTIFY is slowly coming back🤩,3,0,2024-04-10 07:15:49,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.9721447825431824}]",POSITIVE,0.9721447825431824
119,119,119,41d21789-b4f5-445e-a123-3ead9752c638,Maddox Stewart,"It's the best. I have Spotify premium, and it is good, and i recommend it a lot",5,0,2024-04-10 07:12:29,,,8.9.24.633,"[{'label': 'POSITIVE', 'score': 0.9989112615585327}]",POSITIVE,0.9989112615585328
120,120,120,06fa4b0c-d3d3-4683-a4b7-c656858b8e09,marbenz jurada,Very nice,4,0,2024-04-10 07:11:48,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.9986618757247925}]",POSITIVE,0.9986618757247924
121,121,121,c1ede9f0-debb-4ef9-af46-e0dcbc32c599,Dave B.,"My goto Music service. Excellent music selection, metal, rap, rock, etc. Is it perfect? No. It's pretty good though. So turn it up 🎸🎶🎶",5,0,2024-04-10 07:10:47,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.9987517595291138}]",POSITIVE,0.9987517595291138
122,122,122,2d9accf6-1549-4339-80a3-cd16b1c5199b,A Google user,Luv it,5,0,2024-04-10 07:05:47,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.9987766146659851}]",POSITIVE,0.9987766146659852
123,123,123,39e90d75-04d4-4cbc-b67c-69e3095fc448,Cambreigh P,It's nice to be able to search up a song and it will just be here,4,0,2024-04-10 07:04:59,,,8.8.80.599,"[{'label': 'POSITIVE', 'score': 0.9985933899879456}]",POSITIVE,0.9985933899879456
124,124,124,0d8c8409-a593-4307-9fb2-0ac0877d7876,Azka Reyhan M,Aplikasi dongo mau di beli premium nya malah nyusahin user bangkrut² sono dah,1,0,2024-04-10 07:03:41,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.9928702712059021}]",POSITIVE,0.992870271205902
125,125,125,6361ce33-e4a2-4e69-b22e-98922b0b79e3,Kevin Taylor,Podcast has internet issues the app stops and freeze. On podcast only customer service is non existing,1,0,2024-04-10 07:02:11,"Hey! We're open to feedback, and we’d love to get some more info about this. If you have the time, give our Customer Service a shout. You can find them by heading to http://support.spotify.com and searching ""Contact us"".",2024-04-10 08:10:24,8.9.26.592,"[{'label': 'NEGATIVE', 'score': 0.9995032548904419}]",NEGATIVE,0.999503254890442
126,126,126,38c80b63-ccf2-4ff2-99cb-30ae3cf0fb9e,Mr. Vibin,good,5,0,2024-04-10 06:55:29,,,8.9.26.583,"[{'label': 'POSITIVE', 'score': 0.9985306262969971}]",POSITIVE,0.9985306262969972
127,127,127,5d305ca5-7032-4c52-a74c-5e9fa5c48a0c,Demetris Stevens,Great 😃!,5,0,2024-04-10 06:54:58,,,8.9.24.633,"[{'label': 'POSITIVE', 'score': 0.9987420439720154}]",POSITIVE,0.9987420439720154
128,128,128,8b4c1a47-2bf0-41b8-8285-7acdb865e4b9,Hamdjani WS,"So Easy Being Compromised. I have premium account and enjoy spotify for the past few years, but this happened since last year. When I play a podcast or my favorite playlist suddenly unfamiliar song from weird playlist rushed in.",5,1,2024-04-10 06:53:01,,,8.9.26.592,"[{'label': 'NEGATIVE', 'score': 0.9988986253738403}]",NEGATIVE,0.9988986253738404
129,129,129,93fed75c-ac46-4a34-b90e-23e7e140dae2,Provakar Thokdar,It's too good for music,5,0,2024-04-10 06:49:07,,,8.8.24.307,"[{'label': 'NEGATIVE', 'score': 0.9987030029296875}]",NEGATIVE,0.9987030029296876
130,130,130,768adac4-6f3c-4e95-a22e-c5ff0ec7d82c,Okho Ajake,thanks u god bless amen,5,0,2024-04-10 06:46:27,,,8.9.18.512,"[{'label': 'POSITIVE', 'score': 0.9984341263771057}]",POSITIVE,0.9984341263771056
131,131,131,bc354f73-8273-412f-b9ab-21c36f5d8925,Kanavulagavaasi,"Can't play your collections without Spotify recommended shuffle, just a puppet app.",1,0,2024-04-10 06:45:15,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.9934119582176208}]",POSITIVE,0.9934119582176208
132,132,132,cab4bbc9-fc03-4a10-b5ea-9bc98184e2d5,Brian Hollingsworth,Good so far.,5,0,2024-04-10 06:41:03,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.9986881613731384}]",POSITIVE,0.9986881613731384
133,133,133,f7e3bc6d-6ed8-44ed-a1f3-25728462b41f,Tess Blackie,"The irony of getting an email about price increases for premium when I can't listen to anything without the app glitching. Doesn't matter if I have something downloaded or not, the second my screen times out the audio playback stops. Connected to both WiFi and mobile data and consistently get a 'no connection' message when trying to switch between home and library. I wouldn't mind if the money was going to support artists but, well, we all know what they think of artists. Cancellation time.",2,0,2024-04-10 06:39:28,,,8.9.26.592,"[{'label': 'NEGATIVE', 'score': 0.9995080232620239}]",NEGATIVE,0.999508023262024
134,134,134,0fdf57c9-efdf-4e01-a917-b7dd83ad6133,Will Roland,"I love this app, the only thing I'd like different is , I wish you could alter the order of tracks after they've been added to a playlist",4,0,2024-04-10 06:38:08,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.9988866448402405}]",POSITIVE,0.9988866448402404
135,135,135,76aa89dc-ec88-4fd5-b3b8-449e5849c397,Jefferson Conde (JLC Rascals),Good,5,0,2024-04-10 06:33:38,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.9984152317047119}]",POSITIVE,0.998415231704712
136,136,136,cc55103c-24db-46d2-9c5f-ee2d7124ed1b,David Dyck,Easy to use and tonnes of good shows and music to listen to.,5,0,2024-04-10 06:31:43,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.9988914132118225}]",POSITIVE,0.9988914132118224
137,137,137,57a60721-e88a-473b-9770-e975ca8746bf,Himanshu Kumar,Good,5,0,2024-04-10 06:28:00,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.9984152317047119}]",POSITIVE,0.998415231704712
138,138,138,e4dd13a9-2550-4f39-8421-137cff7068f6,Revathy Senthil,wow,5,0,2024-04-10 06:26:51,,,8.9.22.539,"[{'label': 'POSITIVE', 'score': 0.9957777261734009}]",POSITIVE,0.9957777261734008
139,139,139,8ae11d48-6883-4d8d-a674-e3f834d3d734,Prem Raj Chauhan,😠😠👎👎👎👎,1,0,2024-04-10 06:25:25,,,,"[{'label': 'POSITIVE', 'score': 0.9980301260948181}]",POSITIVE,0.998030126094818
140,140,140,f7542df2-14e9-495b-91d8-eaa643da64a5,Jayanti Nag,"First of all dont even want to give a single star, because this app is getting more wired . And the unwanted recommend is really frustrating, sometimes I feel like just uninstall it.",1,0,2024-04-10 06:22:45,,,8.8.76.667,"[{'label': 'NEGATIVE', 'score': 0.9995020627975464}]",NEGATIVE,0.9995020627975464
141,141,141,17d08185-cc5f-4d9c-aeb0-2d210c669805,Jennifer Baffour,I can't make payments the payment pop up not showing to enter details,1,0,2024-04-10 06:21:22,"Hi! We’d recommend trying a different browser or a private/incognito window. If that doesn’t do the trick, just head over to support.spotify.com and search for ‘Payment Help’.",2024-04-10 07:21:17,,"[{'label': 'NEGATIVE', 'score': 0.9995015859603882}]",NEGATIVE,0.9995015859603882
142,142,142,d117527f-6f87-4051-974a-ca1278a92104,Arturo Hernandez III,"free music don't bother with premium, there's like one add per 50 songs. great app!",4,0,2024-04-10 06:17:49,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.9987265467643738}]",POSITIVE,0.9987265467643738
143,143,143,b5348f27-bdac-46bf-9ca2-f8adacd8669a,Jack Clinker,"Changed my usage habits so this app probably doesn't deserve 5 stars, i'm just pleasantly suprised with the disposal of star wars audio books thats come with the Spotify subscription. The audio books section has a really good selection with some coming with Spotify premium and other being able to be bought stand alone, however I advise againt buying audiobooks on spotify because you don't actually own them if you actually read the EULA.",5,0,2024-04-10 06:15:29,"Hi! Have you tried a quick reinstall? If that doesn't help, we'd recommend reaching out to our Customer Service at http://support.spotify.com. Just search “Contact Us”, and they'll be happy to help.",2024-01-06 23:13:13,8.9.18.512,"[{'label': 'POSITIVE', 'score': 0.998532772064209}]",POSITIVE,0.998532772064209
144,144,144,1305bc20-7eda-4dbe-bacb-819c53458ad5,A Google user,"Other than a few bugs on the last update, still the best music app out there.",5,1,2024-04-10 06:03:50,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.9988037347793579}]",POSITIVE,0.998803734779358
145,145,145,0124579f-4978-4844-b1cd-67106f15e737,Dayna Dowie,"Recently have had trouble with my Liked playlist, it's says 635 songs but none are listed/showing in the playlist. Spotify please fix this 🙏 Love that Spotify has not just music but podcasts and audiobooks available on it, the selection has been recently updated and has a lot of mainstream titles.",4,0,2024-04-10 06:00:14,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.9964229464530945}]",POSITIVE,0.9964229464530944
146,146,146,f2a872ad-ee84-4df4-8ebf-7c699ecf8b9d,Tabitha Johnston,Tried to sign up but wouldn't let me. I checked all my info and still wouldn't work.,1,0,2024-04-10 05:59:55,"Hey! It's best to get in touch with our Customer Service at http://support.spotify.com. Just search “Contact Us”, and they'll be happy to help.",2024-04-10 07:19:32,8.9.26.592,"[{'label': 'NEGATIVE', 'score': 0.9995021820068359}]",NEGATIVE,0.999502182006836
147,147,147,f585b2c0-2095-4c38-b76b-a497b62e9d08,zac beard,I have a dealer in Wisconsin who is a good guy and I am very interested in chatting with you further about the belt and the new job and I are going to have a meeting with him tomorrow and will be in touch with you further as soon as I have a dealer in Wisconsin I can get you a farm equipment dealer for us to cad the house and get a chance to get out of the house and get a chance to talk to you in the future and see us New York Farm Show we are in the Heritage building Dairy Farmers of New York,5,0,2024-04-10 05:57:05,,,,"[{'label': 'POSITIVE', 'score': 0.9980353713035583}]",POSITIVE,0.9980353713035583
148,148,148,3a2ea103-51a0-4aa7-8976-c2aab6bb4b7b,Old Future,🔥🔥🔥,5,0,2024-04-10 05:56:36,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.9978057742118835}]",POSITIVE,0.9978057742118835
149,149,149,4cb2cba3-5c19-4f59-a81f-4b4758db496a,Angel Double,Offline mode is worthless no service = no music need to connect to internet to play music even after downloading the Playlist..... i have 154 hours worth of song on said Playlist but Spotify will repeat and replay the same 50 songs even while on shuffle .... recommend using YouTube,1,0,2024-04-10 05:43:13,,,8.9.24.633,"[{'label': 'NEGATIVE', 'score': 0.9994945526123047}]",NEGATIVE,0.9994945526123048
150,150,150,35d8ce04-6091-439e-83e4-247383149a19,Dalon Johnson,I always have a blast when I'm listening to spotify.,5,0,2024-04-10 05:42:36,,,8.9.24.633,"[{'label': 'POSITIVE', 'score': 0.9988313317298889}]",POSITIVE,0.9988313317298888
151,151,151,07e2b880-04aa-4512-82bd-803f69bd418d,carole nase,Love this app. with all my podcasts and music. Hooks into our car.,5,0,2024-04-10 05:36:51,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.9988676309585571}]",POSITIVE,0.9988676309585572
152,152,152,1d8fdd77-61e7-4d57-a46e-2b6f611cb2c3,Marcial Cardoso,"This app is horrible you pay for it, but it should be free for the poor quality. play the same songs over and over again no matter what you do , don't matter where you have the settings keep doing the same thing .",2,0,2024-04-10 05:36:02,"Hey! It looks like other people feel the same way about Shuffle. We’d recommend adding your vote at community.spotify.com. Just head to the Menu > Ideas > Live Ideas and search for ""Option to have a true shuffle"".",2024-04-10 07:20:40,8.9.26.592,"[{'label': 'NEGATIVE', 'score': 0.9995132684707642}]",NEGATIVE,0.9995132684707642
153,153,153,e91b87c5-caab-46e1-abbf-bcf7ee53a81f,David S,I've lost my account and couldn't login for couple of months and lost hope of getting my account back. I happened to chat with Mary Lynne F and helped me in getting my account back. Definitely she is amazing and she is doing a really good job. She was so calm until I creat an new email ID and till I open and look at my account. Spotify is amazing with awesome people like Mary Lynne F to support their users. Thank you for the whole team.,5,0,2024-04-10 05:32:49,"Hey there, we’d love to get some more info about this. We’d recommend getting in touch with our Customer Service by heading to http://support.spotify.com and searching ""Contact us"". They'll be able to check this for you.",2024-02-16 14:14:41,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.9988818764686584}]",POSITIVE,0.9988818764686584
154,154,154,44b6e5e5-99aa-4641-a2db-96b0bebdddae,Christian Schroll,"Auto play won't turn off despite turning it off, logging back in, clearing spotify's cache, and reinstalling the app. Time to search for a new podcast player that doesn't suck.",1,0,2024-04-10 05:29:06,"Hey! We'd recommend restarting your device to see if that makes any difference. If that doesn't help, you can get in touch with our Customer Service by heading to support.spotify.com and searching ""Contact us"".",2024-04-10 07:18:01,8.9.26.592,"[{'label': 'NEGATIVE', 'score': 0.9994738698005676}]",NEGATIVE,0.9994738698005676
155,155,155,5808cf95-5017-4d38-a2d0-6700eaf74560,Lanndon,It a lot of fun with air bods YAY,5,0,2024-04-10 05:23:52,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.9987887740135193}]",POSITIVE,0.9987887740135192
156,156,156,14ccf4fc-5f83-4376-90e7-c411b2e7d2b3,Abdurrahman,"I Hope There's a category Audioseries Example (music, podcast, Audioseries)",5,0,2024-04-10 05:21:39,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.8758878111839294}]",POSITIVE,0.8758878111839294
157,157,157,232442c0-e6ab-4837-8a2a-ef33bc7b6d4a,Lizzy,I love Spotify so much it's annoying at times but overall it's great app to use mostly when I'm working out/doing my work,5,0,2024-04-10 05:21:30,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.9989153146743774}]",POSITIVE,0.9989153146743774
158,158,158,c7e3f4d6-f1c7-4ee6-bd52-d48bc2cdd5c9,Tony DuBois,The app sucks! You will be listening to a podcast and it will just randomly decide that you dont want to listen to that episode anymore and will pick a completely random podcast and change to that. Then when you try and go back to the one you were listening to the memory of where you left off it erased.,1,0,2024-04-10 05:17:20,"Hey! Have you tried to toggle off Autoplay in the app's settings? If that doesn't help, we'd recommend reaching out to our Customer Service at http://support.spotify.com. Just search “Contact Us”, and they'll be happy to help.",2024-04-10 07:16:45,8.7.68.568,"[{'label': 'NEGATIVE', 'score': 0.999504566192627}]",NEGATIVE,0.999504566192627
159,159,159,45a61fd3-bb51-4945-8458-94d210e38804,Anna,⭐Amazing stunning. I love this music app so much⭐,5,0,2024-04-10 05:06:30,,,8.8.96.364,"[{'label': 'POSITIVE', 'score': 0.998849630355835}]",POSITIVE,0.998849630355835
160,160,160,3e4e9b89-763f-4895-8ae4-135c0ebf4744,zahrin shah,great,5,0,2024-04-10 05:05:01,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.9985584616661072}]",POSITIVE,0.9985584616661072
161,161,161,3233bb46-8f30-4745-9909-4ba1e1db796b,Sami Aman,Thanks a lot,5,0,2024-04-10 05:01:04,,,8.9.22.539,"[{'label': 'POSITIVE', 'score': 0.9983904361724854}]",POSITIVE,0.9983904361724854
162,162,162,0071effd-f197-442c-b1af-ff94e9a4bf40,Vona Coble,"I say just spend 10 a month and LISTEN TO ANYTHING YOU WANT TO, NO ads !!!!,..... songs ud forgot all about and loved 😍",5,0,2024-04-10 05:00:34,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.9987553358078003}]",POSITIVE,0.9987553358078004
163,163,163,f082d965-1699-49ef-9732-273fe2e28315,Shanell Finklea,It's the best way to listen to music and learn new songs. ❤️❤️❤️,5,0,2024-04-10 04:59:32,,,,"[{'label': 'POSITIVE', 'score': 0.9988662004470825}]",POSITIVE,0.9988662004470824
164,164,164,b2482f91-89f4-4297-b311-3cd46239577c,Chintan Patel,👍👍,5,0,2024-04-10 04:58:39,,,8.9.26.592,"[{'label': 'POSITIVE', 'score': 0.9981321692466736}]",POSITIVE,0.9981321692466736
165,165,165,6c722dc8-eaf7-4412-8b96-dff285d6768b,Sam,"If you don't have a CONSTANT and strong internet connection the app is boarder line unusable. I live in an area that has bad reception so to get around not being able to use the app when out and about, I downloaded a bunch of music ... But it turns out you need an internet connection to even view your downloaded music! (that, or the app just likes to spend 5 minutes buffering for fun). The old spotify app never use to do this. Please consider your ""offline"" users.",1,0,2024-04-10 04:58:26,,,8.9.26.592,"[{'label': 'NEGATIVE', 'score': 0.9995009899139404}]",NEGATIVE,0.9995009899139404
166,166,166,bd64d5ef-ee45-478e-8416-344144a76b06,thonkus,"not a good app. spams you with paywalls, adds unwanted music to playlists, cant skip songs, have to pay to not be on shuffle. just get soundcloud.",1,0,2024-04-10 04:55:05,,,,"[{'label': 'NEGATIVE', 'score': 0.9995065927505493}]",NEGATIVE,0.9995065927505492
167,167,167,375d6478-643c-4654-8297-d2fe96b487c8,Stephen Bourke,"Upgraded phone. Now Spotify won't play via Bluetooth. Other apps do. I can control Next, back, volume etc from my headphones, but the music only plays from the phone. Disappointed.",2,0,2024-04-10 04:51:12,"Hi there, have you tried a quick reinstall? If that doesn't help, we'd recommend reaching out to our Customer Service at http://support.spotify.com. Just search “Contact Us”, and they'll be happy to help.",2024-04-10 07:17:09,8.9.26.592,"[{'label': 'NEGATIVE', 'score': 0.9994999170303345}]",NEGATIVE,0.9994999170303344
168,168,168,111de1da-4de8-421f-8ab7-d1c3d66821db,Karter lacey,"Won't stop turning itself on, plays ads after every song now.",1,0,2024-04-10 04:45:43,"Hey! Have you tried a quick reinstall? If that doesn't help, we'd recommend reaching out to our Customer Service at http://support.spotify.com. Just search “Contact Us”, and they'll be happy to help.",2024-04-10 07:12:36,8.9.24.633,"[{'label': 'NEGATIVE', 'score': 0.9931228756904602}]",NEGATIVE,0.9931228756904602
169,169,169,f35cd8bf-0e6a-450f-8e29-00c485bc79db,Eli Sutton,Music is good but the log in system is garbage I called the support on two different things and neither worked. (Edit) I can't play what songs I want on my playlist WHY!?,1,0,2024-04-10 04:42:45,"Hi! We’re sorry to hear this and thanks for letting us know. We’d like to investigate further. If you have time, could you reach out to our Customer Support team again with a screenshot of your review and our reply? You can find them on X and Facebook (@SpotifyCares), or via live messaging at https://support.spotify.com/contact-spotify-anonymous/.",2024-04-10 07:10:59,8.9.26.592,"[{'label': 'NEGATIVE', 'score': 0.999504566192627}]",NEGATIVE,0.999504566192627
170,170,170,f9c4f4b2-db15-41b1-87eb-144b4f946d53,Khushi Khanjada,Good,5,0,2024-04-10 04:40:02,,,,"[{'label': 'POSITIVE', 'score': 0.9984152317047119}]",POSITIVE,0.998415231704712
171,171,171,493ae3e0-8dd2-4968-9cd2-148ffd377427,Novlyn Williams,Overall amazing,5,0,2024-04-10 04:39:19,,,8.9.24.633,"[{'label': 'POSITIVE', 'score': 0.998820960521698}]",POSITIVE,0.998820960521698
172,172,172,0894f097-bd8b-4148-ae06-61a69eccd997,Saul Birrueta,"Premium User. Not a fan Smart Shuffle. Sometimes I like to listen to my playlists on shuffle, sometimes in order. They put Smart Shuffle in between, so in order for me to turn off shuffle mode, I have to skip over Smart Shuffle (which loads incredibly slow). Inconvenient. Would be nice if I could just turn it off in the settings. Oh, well. 🤷‍♂️",1,0,2024-04-10 04:35:36,,,8.9.26.592,"[{'label': 'NEGATIVE', 'score': 0.9992246627807617}]",NEGATIVE,0.9992246627807616
173,173,173,50b58574-0092-48c0-a76f-82c4e4175a8f,Dave,Good music choices.,4,0,2024-04-10 04:35:05,,,8.9.24.633,"[{'label': 'POSITIVE', 'score': 0.9987885355949402}]",POSITIVE,0.9987885355949402
174,174,174,5fa8e4d5-01e7-45ef-9ba2-f757b85619e0,kerry scandolera,I can't sign in and theres no esy of getting to my account I need help pls...,1,0,2024-04-10 04:29:45,"Hey there! We suggest reaching out to our Customer Service at http://support.spotify.com for further help. Just search ""Contact Us"", and they'll be happy to assist.",2024-04-10 04:38:39,8.9.26.592,"[{'label': 'NEGATIVE', 'score': 0.9994850158691406}]",NEGATIVE,0.9994850158691406
175,175,175,3cd73772-173e-421a-985a-89ad022578c7,Brian Winkler,Keep upping the prices and I'm gonna cancel.,1,0,2024-04-10 04:29:18,,,8.9.26.592,"[{'label': 'NEGATIVE', 'score': 0.9994994401931763}]",NEGATIVE,0.9994994401931764
176,176,176,e12c11fd-fe98-4c95-8b2a-ae2fde4d99dd,ツ,"Unable to utilize any tool without your inane ""premium"" not everyone has money.",1,0,2024-04-10 04:28:36,,,,"[{'label': 'NEGATIVE', 'score': 0.9993402361869812}]",NEGATIVE,0.9993402361869812
177,177,177,ee2baf3d-3285-45cc-92cf-37dbc711eb20,Jean Rubiano,I love Spotify,5,0,2024-04-10 04:22:21,,,8.9.24.633,"[{'label': 'POSITIVE', 'score': 0.998762845993042}]",POSITIVE,0.998762845993042
178,178,178,bce28e2c-01e8-4d33-97e2-f56f2b21fa37,Patty Gladfelter,Great,5,0,2024-04-10 04:21:49,,,8.8.96.364,"[{'label': 'POSITIVE', 'score': 0.998588502407074}]",POSITIVE,0.998588502407074
179,179,179,cdb4b3a9-9e0d-4579-ac45-70e3d0d7eae3,Harpric,"Been looking 4 new Roland street cube amplifier,fender,spark.thsnk you.unfrr 600 dollars.",5,0,2024-04-10 04:21:35,,,8.9.26.592,"[{'label': 'NEGATIVE', 'score': 0.9935188889503479}]",NEGATIVE,0.993518888950348
